index,name,position,active_from,active_to,college,college_start_year,college_end_year,url,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,draft_pick,draft_team,draft_year,C-G,C-MP,C-FG,C-FGA,C-3P,C-3PA,C-FT,C-FTA,C-ORB,C-TRB,C-AST,C-STL,C-BLK,C-TOV,C-PF,C-PTS,C-FG%,C-3P%,C-FT%
653,Thon Maker,F-C,2017,2021,,,,https://www.basketball-reference.com/players/m/makerth01.html,263,65,13.8,1.6,3.7,.435,0.5,1.5,.327,1.1,2.2,.509,.502,0.9,1.3,.680,0.8,1.9,2.8,0.6,0.4,0.7,0.5,1.7,4.6,"1st round (10th pick, 10th overall)",Milwaukee Bucks,2016 NBA Draft,,,,,,,,,,,,,,,,,,,
654,Théo Maledon,G,2021,2022,,,,https://www.basketball-reference.com/players/m/maledth01.html,116,56,23.2,3.0,8.0,.371,1.3,4.0,.322,1.7,4.0,.419,.451,1.6,2.0,.766,0.4,2.6,2.9,2.9,0.8,0.2,1.8,1.7,8.8,"2nd round (4th pick, 34th overall)",Philadelphia 76ers,2020 NBA Draft,,,,,,,,,,,,,,,,,,,
655,Sandro Mamukelashvili,F,2022,2022,Seton Hall,2017-18,2020-21,https://www.basketball-reference.com/players/m/mamuksa01.html,41,3,9.9,1.4,2.8,.496,0.5,1.3,.423,0.9,1.5,.556,.591,0.4,0.5,.818,0.9,1.1,2.0,0.5,0.2,0.2,0.4,0.7,3.8,"2nd round (24th pick, 54th overall)",Indiana Pacers,2021 NBA Draft,115,24.4,402,876,101,298,195,294,194,5.7,1.6,66,84,181,235,9.6,.459,.339,.663
656,Karim Mané,G,2021,2021,Vanier College,,,https://www.basketball-reference.com/players/m/maneka01.html,10,0,8.8,0.3,1.3,.231,0.1,0.2,.500,0.2,1.1,.182,.269,0.4,0.5,.800,0.1,1.3,1.4,0.4,0.0,0.2,0.3,1.0,1.1,Undrafted,Undrafted,Undrafted,,,,,,,,,,,,,,,,,,,
657,Terance Mann,G-F,2020,2022,Florida State,2015-16,2018-19,https://www.basketball-reference.com/players/m/mannte01.html,189,49,20.9,2.9,5.9,.491,0.6,1.7,.379,2.3,4.2,.535,.545,1.2,1.5,.786,0.9,2.9,3.8,1.9,0.5,0.2,0.8,1.9,7.6,"2nd round (18th pick, 48th overall)",Los Angeles Clippers,2019 NBA Draft,140,25.9,505,915,54,165,258,385,266,5.1,1.9,112,34,191,284,9.4,.552,.327,.670
658,Tre Mann,G,2022,2022,Florida,2019-20,2020-21,https://www.basketball-reference.com/players/m/manntr01.html,60,26,22.8,3.9,9.8,.393,1.6,4.5,.360,2.2,5.3,.421,.476,1.1,1.4,.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,"1st round (18th pick, 18th overall)",Oklahoma City Thunder,2021 NBA Draft,53,24.4,190,450,67,192,93,118,24,3.6,1.9,50,5,100,110,10.2,.422,.349,.788
659,Nico Mannion,G,2021,2021,Arizona,2019-20,,https://www.basketball-reference.com/players/m/mannini01.html,30,1,12.1,1.3,3.8,.342,0.7,2.0,.367,0.6,1.8,.315,.439,0.8,0.9,.821,0.2,1.3,1.5,2.3,0.5,0.0,1.0,1.0,4.1,"2nd round (18th pick, 48th overall)",Golden State Warriors,2020 NBA Draft,32,32.3,144,367,53,162,106,133,8,2.5,5.3,38,0,82,55,14.0,.392,.327,.797
660,Devyn Marble,G-F,2015,2016,Iowa,2010-11,2013-14,https://www.basketball-reference.com/players/m/marblde01.html,44,7,10.4,0.8,2.6,.304,0.3,1.2,.222,0.5,1.4,.377,.357,0.3,0.9,.375,0.3,1.3,1.6,0.7,0.5,0.1,0.4,0.9,2.2,"2nd round (26th pick, 56th overall)",Denver Nuggets,2014 NBA Draft,136,27.6,564,1359,134,396,432,595,118,3.4,2.9,176,33,232,212,12.5,.415,.338,.726
661,Boban Marjanović,C,2016,2022,,,,https://www.basketball-reference.com/players/m/marjabo01.html,286,25,9.2,2.2,3.9,.574,0.0,0.1,.256,2.2,3.8,.585,.578,1.4,1.8,.766,1.3,2.5,3.8,0.5,0.2,0.3,0.7,1.2,5.9,Undrafted,Undrafted,Undrafted,,,,,,,,,,,,,,,,,,,
662,Lauri Markkanen,F-C,2018,2022,Arizona,2016-17,,https://www.basketball-reference.com/players/m/markkla01.html,282,256,29.7,5.4,12.3,.441,2.2,6.1,.364,3.2,6.2,.516,.531,2.3,2.7,.850,1.1,5.7,6.8,1.3,0.7,0.5,1.3,1.9,15.4,"1st round (7th pick, 7th overall)",Minnesota Timberwolves,2017 NBA Draft,37,30.8,185,376,69,163,137,164,88,7.2,0.9,15,19,40,73,15.6,.492,.423,.835
663,Kendall Marshall,G,2013,2016,UNC,2010-11,2011-12,https://www.basketball-reference.com/players/m/marshke01.html,160,57,19.3,2.0,4.9,.399,0.8,2.2,.370,1.2,2.8,.422,.480,0.3,0.5,.611,0.1,1.4,1.6,4.9,0.7,0.1,1.8,1.1,5.0,"1st round (13th pick, 13th overall)",Phoenix Suns,2012 NBA Draft,73,28.8,181,406,48,131,113,163,12,2.3,8.0,83,9,193,106,7.2,.446,.366,.693
664,Naji Marshall,F,2021,2022,Xavier,2017-18,2019-20,https://www.basketball-reference.com/players/m/marshna01.html,87,14,16.5,2.2,5.5,.400,0.6,2.2,.266,1.6,3.3,.486,.452,1.5,1.9,.756,0.6,2.7,3.3,1.7,0.7,0.2,1.0,1.5,6.4,Undrafted,Undrafted,Undrafted,99,30.9,452,1029,107,370,266,367,105,5.9,3.0,99,30,268,230,12.9,.439,.289,.725
665,Caleb Martin,F,2020,2022,"NC State, Nevada",2014-15,2018-19,https://www.basketball-reference.com/players/m/martica02.html,131,16,19.1,2.6,5.7,.455,0.9,2.4,.363,1.7,3.3,.522,.531,1.0,1.4,.725,0.8,2.3,3.1,1.2,0.8,0.4,0.8,1.5,7.1,Undrafted,Undrafted,Undrafted,139,28.5,605,1461,311,866,364,502,121,4.5,1.9,135,78,198,293,13.6,.414,.359,.725
666,Cody Martin,G-F,2020,2022,"NC State, Nevada",2014-15,2018-19,https://www.basketball-reference.com/players/m/martico01.html,171,24,21.2,2.2,4.8,.460,0.6,1.7,.323,1.6,3.1,.536,.518,0.8,1.3,.660,1.0,2.5,3.5,2.1,1.0,0.3,0.8,1.4,5.8,"2nd round (6th pick, 36th overall)",Charlotte Hornets,2019 NBA Draft,122,28.9,450,899,52,160,226,328,171,4.6,3.6,155,96,201,278,9.7,.501,.325,.689
667,Jarell Martin,F,2016,2019,LSU,2013-14,2014-15,https://www.basketball-reference.com/players/m/martija01.html,184,40,15.9,2.0,4.7,.434,0.3,1.0,.346,1.7,3.7,.457,.470,1.0,1.3,.766,1.0,2.4,3.5,0.6,0.4,0.4,0.8,2.2,5.4,"1st round (25th pick, 25th overall)",Memphis Grizzlies,2015 NBA Draft,65,30.7,323,654,41,133,202,293,154,6.9,1.4,65,45,144,170,13.7,.494,.308,.689
668,Jeremiah Martin,G,2020,2021,Memphis,2015-16,2018-19,https://www.basketball-reference.com/players/m/martije02.html,18,0,9.7,1.8,4.8,.384,0.4,1.7,.267,1.4,3.1,.446,.430,0.7,1.1,.632,0.2,0.8,0.9,1.2,0.7,0.2,0.6,0.4,4.8,Undrafted,Undrafted,Undrafted,124,29.7,517,1173,147,452,444,596,96,3.2,3.5,222,70,249,238,13.1,.441,.325,.745
669,Kelan Martin,F,2020,2022,Butler,2014-15,2017-18,https://www.basketball-reference.com/players/m/martike03.html,96,5,13.2,2.1,5.1,.414,0.7,2.4,.307,1.4,2.7,.510,.487,0.5,0.6,.889,0.5,1.9,2.4,0.6,0.3,0.3,0.5,1.3,5.5,Undrafted,Undrafted,Undrafted,136,26.9,713,1631,224,644,397,505,140,5.2,1.2,79,56,237,283,15.1,.437,.348,.786
670,Kenyon Martin Jr.,F,2021,2022,,,,https://www.basketball-reference.com/players/m/martike04.html,124,10,22.0,3.6,6.8,.524,0.8,2.1,.360,2.8,4.7,.600,.581,1.1,1.7,.667,1.2,3.1,4.3,1.2,0.5,0.7,0.8,1.6,9.0,"2nd round (22nd pick, 52nd overall)",Sacramento Kings,2020 NBA Draft,,,,,,,,,,,,,,,,,,,
671,Frank Mason III,G,2018,2021,Kansas,2013-14,2016-17,https://www.basketball-reference.com/players/m/masonfr01.html,103,3,15.7,2.4,6.1,.396,0.5,1.7,.301,1.9,4.3,.433,.438,1.4,1.9,.755,0.4,1.6,2.0,2.6,0.5,0.1,1.1,1.2,6.7,"2nd round (4th pick, 34th overall)",Sacramento Kings,2017 NBA Draft,145,30.0,609,1340,185,440,482,633,79,3.4,4.0,165,10,270,287,13.0,.454,.420,.761
672,Yante Maten,F,2019,2019,Georgia,2014-15,2017-18,https://www.basketball-reference.com/players/m/matenya01.html,2,0,6.5,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.5,1.0,1.5,0.0,0.5,0.0,0.0,0.0,1.0,Undrafted,Undrafted,Undrafted,128,27.9,655,1355,58,144,518,686,333,6.9,1.0,55,199,245,310,14.7,.483,.403,.755
673,Garrison Mathews,G,2020,2022,Lipscomb,2015-16,2018-19,https://www.basketball-reference.com/players/m/mathega01.html,147,57,20.3,2.1,5.1,.405,1.6,4.3,.371,0.5,0.8,.573,.560,1.8,2.1,.835,0.4,1.7,2.0,0.7,0.6,0.2,0.4,2.1,7.5,Undrafted,Undrafted,Undrafted,134,28.2,755,1693,360,963,608,771,139,5.0,1.9,117,32,275,308,18.5,.446,.374,.789
674,Mangok Mathiang,C-F,2018,2018,Louisville,2013-14,2016-17,https://www.basketball-reference.com/players/m/mathima01.html,4,0,5.0,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,0.0,0.3,.000,0.8,1.8,2.5,0.0,0.3,0.0,0.0,1.3,2.0,Undrafted,Undrafted,Undrafted,114,18.0,209,413,0,0,133,222,259,4.8,0.5,56,146,99,250,4.8,.506,,.599
675,Dakota Mathias,G,2021,2022,Purdue,2014-15,2017-18,https://www.basketball-reference.com/players/m/mathida01.html,14,2,9.9,1.5,3.9,.389,0.7,2.3,.313,0.8,1.6,.500,.481,0.1,0.4,.333,0.1,0.6,0.6,1.0,0.1,0.2,0.1,0.6,3.9,Undrafted,Undrafted,Undrafted,141,25.6,385,887,250,597,120,149,21,3.1,2.9,104,18,153,250,8.1,.434,.419,.805
676,Wesley Matthews,G,2010,2022,Marquette,2005-06,2008-09,https://www.basketball-reference.com/players/m/matthwe02.html,898,753,30.5,4.2,9.9,.421,2.0,5.3,.377,2.2,4.6,.470,.521,1.9,2.3,.824,0.5,2.4,2.9,2.0,1.0,0.2,1.2,2.1,12.2,Undrafted,Undrafted,Undrafted,127,,512,1152,100,293,549,687,,4.9,2.1,155,38,139,,13.2,.444,.341,.799
677,Tyrese Maxey,G,2021,2022,Kentucky,2019-20,,https://www.basketball-reference.com/players/m/maxeyty01.html,136,82,26.4,5.0,10.5,.478,1.2,3.0,.396,3.8,7.4,.512,.535,2.0,2.3,.867,0.3,2.3,2.5,3.2,0.6,0.3,0.9,1.7,13.2,"1st round (21st pick, 21st overall)",Philadelphia 76ers,2020 NBA Draft,31,34.5,150,351,33,113,100,120,12,4.3,3.2,27,12,67,74,14.0,.427,.292,.833
678,Eric Maynor,G,2010,2014,VCU,2005-06,2008-09,https://www.basketball-reference.com/players/m/maynoer01.html,267,2,14.6,1.6,4.2,.392,0.4,1.2,.350,1.2,3.0,.409,.442,0.6,0.8,.721,0.3,1.1,1.3,2.8,0.4,0.1,1.1,1.1,4.3,"1st round (20th pick, 20th overall)",Utah Jazz,2009 NBA Draft,130,,654,1457,142,384,503,636,,3.4,5.2,168,20,197,,15.0,.449,.370,.791
679,Skylar Mays,G,2021,2022,LSU,2016-17,2019-20,https://www.basketball-reference.com/players/m/mayssk01.html,61,5,8.0,1.2,2.7,.469,0.4,1.1,.338,0.9,1.6,.557,.537,0.5,0.6,.882,0.2,0.7,1.0,0.8,0.3,0.0,0.3,0.4,3.3,"2nd round (20th pick, 50th overall)",Atlanta Hawks,2020 NBA Draft,130,30.5,520,1168,173,501,404,478,62,3.6,2.9,213,25,238,221,12.4,.445,.345,.845
680,James Michael McAdoo,F,2015,2018,UNC,2011-12,2013-14,https://www.basketball-reference.com/players/m/mcadoja01.html,111,3,7.9,1.2,2.3,.528,0.0,0.2,.294,1.2,2.1,.545,.538,0.6,1.1,.534,0.7,1.0,1.7,0.3,0.3,0.4,0.4,1.0,3.0,Undrafted,Undrafted,Undrafted,108,25.0,467,1044,0,9,298,524,232,5.9,1.0,132,58,173,229,11.4,.447,.000,.569
681,Miles McBride,G,2022,2022,West Virginia,2019-20,2020-21,https://www.basketball-reference.com/players/m/mcbrimi01.html,40,2,9.3,0.8,2.7,.296,0.4,1.7,.250,0.4,1.0,.375,.375,0.2,0.3,.667,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1,2.2,"2nd round (6th pick, 36th overall)",Oklahoma City Thunder,2021 NBA Draft,60,28.0,259,618,70,190,168,214,50,3.1,3.3,90,24,94,103,12.6,.419,.368,.785
682,Tahjere McCall,G,2019,2019,Tennessee State,2012-13,2016-17,https://www.basketball-reference.com/players/m/mccalta01.html,1,0,8.0,2.0,3.0,.667,0.0,1.0,.000,2.0,2.0,1.000,.667,0.0,1.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,Undrafted,Undrafted,Undrafted,117,26.0,388,908,31,135,363,536,175,4.1,3.1,220,32,322,339,10.0,.427,.230,.677
683,Ray McCallum,G,2014,2016,Detroit Mercy,2010-11,2012-13,https://www.basketball-reference.com/players/m/mccalra01.html,154,46,18.2,2.4,5.9,.408,0.5,1.4,.335,2.0,4.6,.430,.447,0.7,0.9,.711,0.5,1.5,2.0,2.4,0.5,0.2,1.0,1.2,6.0,"2nd round (6th pick, 36th overall)",Sacramento Kings,2013 NBA Draft,102,34.5,546,1173,97,335,429,593,126,4.8,4.4,175,32,233,210,15.9,.465,.290,.723
684,Patrick McCaw,G,2017,2021,UNLV,2014-15,2015-16,https://www.basketball-reference.com/players/m/mccawpa01.html,199,43,16.9,1.5,3.5,.420,0.5,1.5,.305,1.0,2.0,.508,.486,0.4,0.5,.785,0.3,1.3,1.6,1.4,0.7,0.2,0.6,1.2,3.8,"2nd round (8th pick, 38th overall)",Milwaukee Bucks,2016 NBA Draft,65,31.7,273,622,125,341,122,162,61,4.2,3.3,129,23,125,122,12.2,.439,.367,.753
685,Mac McClung,G,2022,2022,"Georgetown, Texas Tech",2018-19,2020-21,https://www.basketball-reference.com/players/m/mccluma01.html,2,0,12.5,1.5,3.0,.500,0.5,1.5,.333,1.0,1.5,.667,.583,0.5,0.5,1.000,0.0,1.5,1.5,0.5,0.5,0.5,1.5,2.5,4.0,Undrafted,Undrafted,Undrafted,79,27.9,384,954,117,374,275,345,50,2.8,2.2,77,17,150,145,14.7,.403,.313,.797
686,CJ McCollum,G,2014,2022,Lehigh,2009-10,2012-13,https://www.basketball-reference.com/players/m/mccolcj01.html,590,493,31.6,7.4,16.2,.455,2.3,5.9,.396,5.1,10.4,.489,.527,2.1,2.6,.810,0.6,2.8,3.5,3.5,0.9,0.4,1.7,2.1,19.2,"1st round (10th pick, 10th overall)",Portland Trail Blazers,2013 NBA Draft,111,32.9,767,1746,217,576,610,739,167,6.3,2.7,228,51,267,195,21.3,.439,.377,.825
687,T.J. McConnell,G,2016,2022,"Duquesne, Arizona",2010-11,2014-15,https://www.basketball-reference.com/players/m/mccontj01.html,481,86,22.2,3.1,6.1,.503,0.2,0.7,.327,2.8,5.4,.526,.522,0.5,0.7,.769,0.5,2.4,3.0,5.0,1.3,0.2,1.6,1.5,6.9,Undrafted,Undrafted,Undrafted,139,31.8,550,1123,138,363,176,235,94,3.9,5.4,324,24,281,258,10.2,.490,.380,.749
688,Erik McCree,F,2018,2018,Louisiana Tech,2012-13,2016-17,https://www.basketball-reference.com/players/m/mccreer01.html,4,0,2.0,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.0,Undrafted,Undrafted,Undrafted,123,25.1,532,1158,138,404,316,428,162,6.2,0.9,67,48,228,217,12.3,.459,.342,.738
689,Chris McCullough,F,2016,2018,Syracuse,2014-15,,https://www.basketball-reference.com/players/m/mcculch01.html,59,4,9.0,1.3,3.1,.426,0.3,0.8,.306,1.1,2.3,.470,.467,0.4,0.7,.548,0.7,1.2,1.9,0.3,0.5,0.3,0.3,0.9,3.3,"1st round (29th pick, 29th overall)",Brooklyn Nets,2015 NBA Draft,16,28.1,54,113,1,1,40,71,36,6.9,1.1,27,33,35,41,9.3,.478,1.000,.563
690,Jaden McDaniels,F,2021,2022,Washington,2019-20,,https://www.basketball-reference.com/players/m/mcdanja02.html,133,58,24.9,3.2,6.9,.455,1.1,3.4,.338,2.0,3.5,.567,.537,0.6,0.9,.724,1.0,3.0,3.9,1.1,0.7,0.9,0.9,3.0,8.1,"1st round (28th pick, 28th overall)",Los Angeles Lakers,2020 NBA Draft,31,31.1,136,336,43,127,87,114,34,5.8,2.1,24,43,100,103,13.0,.405,.339,.763
691,Jalen McDaniels,F,2020,2022,San Diego State,2017-18,2018-19,https://www.basketball-reference.com/players/m/mcdanja01.html,118,20,17.7,2.4,5.2,.475,0.7,2.0,.359,1.7,3.1,.550,.545,0.9,1.3,.732,0.8,2.6,3.4,1.1,0.5,0.4,0.8,1.9,6.6,"2nd round (22nd pick, 52nd overall)",Charlotte Hornets,2019 NBA Draft,67,27.9,338,670,28,94,182,240,141,7.9,1.5,65,35,118,177,13.2,.504,.298,.758
692,K.J. McDaniels,G-F,2015,2017,Clemson,2011-12,2013-14,https://www.basketball-reference.com/players/m/mcdankj01.html,148,16,14.1,1.9,4.6,.412,0.5,1.6,.290,1.4,2.9,.479,.464,1.1,1.4,.776,0.6,1.5,2.2,0.6,0.5,0.6,1.0,1.4,5.3,"2nd round (2nd pick, 32nd overall)",Philadelphia 76ers,2014 NBA Draft,94,24.3,362,804,81,259,230,300,170,4.8,0.9,83,178,140,168,11.0,.450,.313,.767
693,Doug McDermott,F,2015,2022,Creighton,2010-11,2013-14,https://www.basketball-reference.com/players/m/mcderdo01.html,527,94,20.9,3.5,7.3,.476,1.4,3.4,.409,2.1,4.0,.533,.570,0.9,1.0,.820,0.4,1.9,2.3,0.9,0.2,0.1,0.7,1.5,9.2,"1st round (11th pick, 11th overall)",Denver Nuggets,2014 NBA Draft,145,31.5,1141,2075,274,598,594,715,281,7.5,1.3,34,14,321,265,21.7,.550,.458,.831
694,Sean McDermott,F,2021,2021,Butler,2016-17,2019-20,https://www.basketball-reference.com/players/m/mcderse01.html,18,0,8.8,0.7,1.8,.394,0.3,1.2,.227,0.4,0.6,.727,.470,0.4,0.4,1.000,0.3,0.7,1.1,0.2,0.1,0.2,0.2,0.4,2.2,Undrafted,Undrafted,Undrafted,125,24.0,330,706,200,496,117,142,109,3.9,0.7,64,31,81,225,7.8,.467,.403,.824
695,Mitch McGary,F-C,2015,2016,Michigan,2012-13,2013-14,https://www.basketball-reference.com/players/m/mcgarmi01.html,52,2,10.7,1.9,3.6,.527,0.0,0.1,.000,1.9,3.5,.544,.527,0.6,1.0,.580,1.1,2.4,3.5,0.3,0.3,0.3,0.7,1.6,4.4,"1st round (21st pick, 21st overall)",Oklahoma City Thunder,2014 NBA Draft,47,20.6,164,279,0,2,39,76,122,6.6,0.8,57,34,60,117,7.8,.588,.000,.513
696,Cameron McGriff,F,2022,2022,Oklahoma State,2016-17,2019-20,https://www.basketball-reference.com/players/m/mcgrica01.html,3,0,15.3,1.7,4.7,.357,0.7,2.0,.333,1.0,2.7,.375,.429,0.7,0.7,1.000,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7,Undrafted,Undrafted,Undrafted,132,25.9,386,904,94,300,345,430,254,5.6,1.1,94,61,202,322,9.2,.427,.313,.802
697,Rodney McGruder,G,2017,2022,Kansas State,2009-10,2012-13,https://www.basketball-reference.com/players/m/mcgruro01.html,285,120,19.8,2.2,5.2,.421,0.9,2.6,.352,1.3,2.6,.491,.510,0.5,0.8,.658,0.8,2.0,2.8,1.2,0.5,0.2,0.6,1.5,5.8,Undrafted,Undrafted,Undrafted,135,27.4,568,1257,188,494,252,332,254,4.8,1.4,116,36,171,205,11.7,.452,.381,.759
698,Trey McKinney-Jones,G,2018,2018,"Missouri-Kansas City, Miami (FL)",2009-10,2012-13,https://www.basketball-reference.com/players/m/mckintr01.html,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Undrafted,Undrafted,Undrafted,99,27.7,303,674,117,309,164,212,55,3.5,1.6,70,6,145,219,9.0,.450,.379,.774
699,Alfonzo McKinnie,F,2018,2022,Green Bay,2010-11,2014-15,https://www.basketball-reference.com/players/m/mckinal01.html,182,9,11.6,1.6,3.4,.467,0.5,1.4,.326,1.1,2.0,.569,.535,0.3,0.6,.583,0.8,1.6,2.5,0.3,0.3,0.1,0.4,1.5,4.0,Undrafted,Undrafted,Undrafted,96,18.9,271,536,27,77,120,193,182,5.2,0.2,47,50,121,264,7.2,.506,.351,.622
700,JaQuori McLaughlin,G,2022,2022,"Oregon State, UC Santa Barbara",2016-17,2020-21,https://www.basketball-reference.com/players/m/mclauja01.html,4,0,2.8,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,Undrafted,Undrafted,Undrafted,126,32.8,482,1162,192,519,342,431,51,2.9,3.9,130,28,252,283,11.9,.415,.370,.794
701,Jordan McLaughlin,G,2020,2022,USC,2014-15,2017-18,https://www.basketball-reference.com/players/m/mclaujo01.html,143,7,17.0,1.9,4.3,.444,0.6,1.8,.352,1.3,2.6,.507,.515,0.6,0.8,.725,0.3,1.4,1.8,3.5,1.0,0.1,0.8,0.9,5.0,Undrafted,Undrafted,Undrafted,128,33.5,572,1304,185,488,319,432,83,3.5,5.8,213,22,303,134,12.9,.439,.379,.738
702,Ben McLemore,G,2014,2022,Kansas,2012-13,,https://www.basketball-reference.com/players/m/mclembe01.html,556,267,22.5,3.2,7.7,.414,1.6,4.3,.363,1.6,3.4,.479,.516,1.1,1.4,.780,0.4,1.9,2.3,1.0,0.6,0.2,1.1,2.1,9.0,"1st round (7th pick, 7th overall)",Sacramento Kings,2013 NBA Draft,37,32.2,198,400,73,174,120,138,47,5.2,2.0,37,25,77,69,15.9,.495,.420,.870
703,Jerel McNeal,G,2015,2015,Marquette,2005-06,2008-09,https://www.basketball-reference.com/players/m/mcneaje01.html,6,0,6.0,0.5,1.8,.273,0.2,0.3,.500,0.3,1.5,.222,.318,0.3,0.3,1.000,0.0,0.5,0.5,0.3,0.5,0.2,0.8,0.8,1.5,Undrafted,Undrafted,Undrafted,130,,726,1649,164,473,369,515,,4.7,3.5,287,66,201,,15.3,.440,.347,.717
704,Jordan McRae,G,2016,2020,Tennessee,2010-11,2013-14,https://www.basketball-reference.com/players/m/mcraejo01.html,123,9,13.8,2.5,5.9,.417,0.7,1.9,.355,1.8,4.0,.447,.474,1.3,1.7,.772,0.3,1.6,1.8,1.4,0.4,0.2,0.7,1.2,6.9,"2nd round (28th pick, 58th overall)",San Antonio Spurs,2014 NBA Draft,114,27.1,496,1190,179,522,350,455,75,3.3,1.8,73,97,225,218,13.3,.417,.343,.769
705,Jodie Meeks,G,2010,2019,Kentucky,2006-07,2008-09,https://www.basketball-reference.com/players/m/meeksjo01.html,539,204,22.5,3.1,7.4,.420,1.4,3.9,.373,1.7,3.5,.471,.517,1.6,1.9,.879,0.3,1.8,2.1,1.1,0.8,0.1,0.8,1.2,9.3,"2nd round (11th pick, 41st overall)",Milwaukee Bucks,2009 NBA Draft,81,,385,883,177,459,299,336,,3.0,1.6,86,8,108,,15.4,.436,.386,.890
706,Salah Mejri,C,2016,2019,,,,https://www.basketball-reference.com/players/m/mejrisa01.html,204,22,11.9,1.4,2.3,.603,0.1,0.2,.293,1.3,2.1,.634,.616,0.6,1.0,.590,1.3,2.7,4.0,0.5,0.4,0.9,0.6,1.9,3.4,Undrafted,Undrafted,Undrafted,,,,,,,,,,,,,,,,,,,
707,Gal Mekel,G,2014,2015,Wichita State,2006-07,2007-08,https://www.basketball-reference.com/players/m/mekelga01.html,35,1,9.6,0.9,3.0,.311,0.1,0.7,.217,0.8,2.4,.337,.335,0.2,0.3,.667,0.1,0.7,0.8,2.2,0.2,0.0,0.9,0.9,2.3,Undrafted,Undrafted,Undrafted,62,,134,354,52,170,93,115,,2.1,2.7,26,3,85,,6.7,.379,.306,.809
708,Nicolò Melli,F,2020,2021,,,,https://www.basketball-reference.com/players/m/mellini01.html,105,12,15.3,1.7,4.4,.392,0.9,2.8,.316,0.9,1.6,.520,.491,0.7,0.9,.745,0.6,2.2,2.9,1.2,0.5,0.2,0.6,1.7,5.0,Undrafted,Undrafted,Undrafted,,,,,,,,,,,,,,,,,,,
709,Fab Melo,C,2013,2013,Syracuse,2010-11,2011-12,https://www.basketball-reference.com/players/m/melofa01.html,6,0,6.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.2,0.7,.250,0.0,0.5,0.5,0.0,0.3,0.3,0.2,1.2,1.2,"1st round (22nd pick, 22nd overall)",Boston Celtics,2012 NBA Draft,63,17.3,132,229,0,0,47,85,102,3.8,0.5,25,113,68,145,4.9,.576,,.553
710,De'Anthony Melton,G,2019,2022,USC,2016-17,,https://www.basketball-reference.com/players/m/meltode01.html,235,55,20.7,3.0,7.4,.409,1.3,3.5,.361,1.8,3.9,.452,.494,1.0,1.4,.766,0.7,2.9,3.6,2.8,1.3,0.5,1.4,1.9,8.4,"2nd round (16th pick, 46th overall)",Houston Rockets,2018 NBA Draft,36,27.0,101,231,21,74,77,109,50,4.7,3.5,69,37,64,81,8.3,.437,.284,.706
711,Sam Merrill,G,2021,2022,Utah State University,2016-17,2019-20,https://www.basketball-reference.com/players/m/merrisa01.html,36,2,8.1,1.1,2.7,.417,0.8,1.9,.400,0.3,0.7,.462,.563,0.2,0.2,.750,0.2,0.8,1.0,0.7,0.2,0.0,0.3,0.6,3.2,"2nd round (30th pick, 60th overall)",New Orleans Pelicans,2020 NBA Draft,131,33.3,715,1521,319,759,448,503,38,3.6,3.6,129,25,208,313,16.8,.470,.420,.891
712,Chimezie Metu,F,2019,2022,USC,2015-16,2017-18,https://www.basketball-reference.com/players/m/metuch01.html,143,26,14.1,2.4,5.1,.463,0.5,1.6,.308,1.9,3.5,.533,.511,0.9,1.1,.762,0.6,3.0,3.6,0.8,0.5,0.4,0.8,1.2,6.1,"2nd round (19th pick, 49th overall)",San Antonio Spurs,2018 NBA Draft,104,27.0,495,928,13,43,281,406,191,6.3,1.2,74,168,180,261,12.3,.533,.302,.692
713,Jordan Mickey,F,2016,2018,LSU,2013-14,2014-15,https://www.basketball-reference.com/players/m/mickejo01.html,64,4,7.5,1.0,2.2,.449,0.0,0.3,.118,0.9,1.9,.496,.457,0.4,0.7,.605,0.6,1.4,2.0,0.3,0.1,0.4,0.4,0.8,2.4,"2nd round (3rd pick, 33rd overall)",Boston Celtics,2015 NBA Draft,65,33.8,363,701,1,14,186,278,176,8.8,1.2,50,218,179,155,14.0,.518,.071,.669
